timestamp,journal_id,player,stacks,guardian_points
1702611699,3687822566,570003c13d, Angelica,3,4232786
1702611648,3687820182,570003c13d, Angelica,4,3860500
1702611557,3687815858,570003c13d, Angelica,4,3336453
1702611513,3687813748,570003c13d, Angelica,4,3397648
1702611467,3687811543,570003c13d, Angelica,4,3393616
1702611418,3687809122,570003c13d, Angelica,4,3351524
1702611209,3687799271,570003c13d, Angelica,2,4442691
1702611171,3687797373,570003c13d, Angelica,3,3828135
1702611128,3687795315,570003c13d, Angelica,4,3502422
1702611049,3687791666,570003c13d, Angelica,4,3350178
1702611009,3687789753,570003c13d, Angelica,4,3291984
1702610955,3687787168,570003c13d, Angelica,4,3490773
1702610917,3687785382,570003c13d, Angelica,4,3468485
1702610879,3687783470,570003c13d, Angelica,4,3354960
1702610846,3687781847,570003c13d, Angelica,4,3544426
1702610817,3687780511,570003c13d, Angelica,4,3504923
1702610450,3687762813,570003c13d, Angelica,2,5170509
1702669025,3691642288,4000038373, Alexander Magnus,2,1464904
1702669006,3691640640,4000038373, Alexander Magnus,3,1068322
1702668989,3691639151,4000038373, Alexander Magnus,3,1125539
1702668863,3691628028,4000038373, Alexander Magnus,4,900755
1702668825,3691624663,4000038373, Alexander Magnus,4,989935
1702668570,3691602926,4000038373, Alexander Magnus,4,1071667
1702668445,3691592758,4000038373, Alexander Magnus,2,1563597
1702668412,3691589939,4000038373, Alexander Magnus,3,1159485
1702668161,3691568152,4000038373, Alexander Magnus,4,987939
1702596096,3687023848,570003c13d, Angelica,2,5398491
1702668101,3691562893,4000038373, Alexander Magnus,4,1174400
1702596052,3687020572,570003c13d, Angelica,4,3471836
1702667995,3691553735,4000038373, Alexander Magnus,1,1345030
1702667918,3691547009,4000038373, Alexander Magnus,3,1185761
1702595965,3687014183,570003c13d, Angelica,4,3476683
1702595925,3687011179,570003c13d, Angelica,4,3633341
1702666969,3691453490,4000038373, Alexander Magnus,4,1170117
1702595799,3687001995,570003c13d, Angelica,3,3845794
1702595774,3687000162,570003c13d, Angelica,4,3454344
1702654549,3690458908,4000038373, Alexander Magnus,2,1169718
1702654530,3690457557,4000038373, Alexander Magnus,3,948423
1702654506,3690455743,4000038373, Alexander Magnus,3,944671
1702654470,3690453126,4000038373, Alexander Magnus,4,895221
1702654031,3690422022,4000038373, Alexander Magnus,1,2758250
1702653996,3690419556,4000038373, Alexander Magnus,3,1139952
1702653937,3690415332,4000038373, Alexander Magnus,4,1041042
1702590183,3686450869,570003c13d, Angelica,4,4406053
1702653731,3690400457,4000038373, Alexander Magnus,4,1054259
1702590117,3686441852,570003c13d, Angelica,4,4517883
1702653609,3690391631,4000038373, Alexander Magnus,1,3217650
1702590068,3686435155,570003c13d, Angelica,4,4241573
1702653557,3690387837,4000038373, Alexander Magnus,3,1303277
1702590018,3686428199,570003c13d, Angelica,2,7015061
1702653509,3690384263,4000038373, Alexander Magnus,4,1217410
1702589966,3686421005,570003c13d, Angelica,4,4415232
1702653466,3690381041,4000038373, Alexander Magnus,4,1243097
1702589930,3686416126,570003c13d, Angelica,4,4318553
1702653425,3690378121,4000038373, Alexander Magnus,4,1320066
1702589891,3686410810,570003c13d, Angelica,4,4155969
1702653373,3690374345,4000038373, Alexander Magnus,4,1407688
1702589774,3686393978,570003c13d, Angelica,4,4233100
1702653322,3690370727,4000038373, Alexander Magnus,2,2185824
1702589741,3686389236,570003c13d, Angelica,4,4360929
1702653286,3690368092,4000038373, Alexander Magnus,3,1643319
1702652861,3690336917,4000038373, Alexander Magnus,4,1547969
1702652800,3690332292,4000038373, Alexander Magnus,1,752985
1702646931,3689944126,4000038373, Alexander Magnus,3,1551421
1702646889,3689941473,4000038373, Alexander Magnus,4,1453027
1702646191,3689895163,4000038373, Alexander Magnus,3,1709247
1702646153,3689892644,4000038373, Alexander Magnus,3,1580973
1702646122,3689890587,4000038373, Alexander Magnus,4,1536755
1702646070,3689887191,4000038373, Alexander Magnus,4,1529212
1702646032,3689884638,4000038373, Alexander Magnus,4,1534851
1702645973,3689880517,4000038373, Alexander Magnus,4,2117025
1702645876,3689873713,4000038373, Alexander Magnus,4,2359162
1702669022,3691642011,4e0000461b, Asada,3,1482978
1702668977,3691638053,4e0000461b, Asada,3,1916278
1702668928,3691633640,4e0000461b, Asada,4,2078547
1702668855,3691627319,4e0000461b, Asada,4,2097620
1702668795,3691622081,4e0000461b, Asada,4,2622390
1702668443,3691592577,4e0000461b, Asada,2,3724017
1702668425,3691591020,4e0000461b, Asada,3,3134752
1702668408,3691589575,4e0000461b, Asada,3,2936654
1702668173,3691569253,4e0000461b, Asada,4,2302197
1702668150,3691567190,4e0000461b, Asada,4,2605296
1702668115,3691564110,4e0000461b, Asada,4,2572255
1702590206,3686453756,4000038373, Alexander Magnus,4,698989
1702590179,3686450363,4000038373, Alexander Magnus,4,663130
1702590117,3686441890,4000038373, Alexander Magnus,4,778256
1702589896,3686411515,4000038373, Alexander Magnus,4,1038921
1702589601,3686368873,4000038373, Alexander Magnus,2,1705390
1702589547,3686360882,4000038373, Alexander Magnus,4,1024720
1702589481,3686351448,4000038373, Alexander Magnus,4,1169604
1702589394,3686339547,4000038373, Alexander Magnus,3,1388088
1702610292,3687755471,4e0000461b, Asada,4,2509925
1702609921,3687737258,4e0000461b, Asada,2,3985979
1702609884,3687735417,4e0000461b, Asada,3,3026368
1702609797,3687731230,4e0000461b, Asada,4,2754492
1702609719,3687727441,4e0000461b, Asada,4,2612539
1702667398,3691497331,450003b710, Awanturnica Alexis,3,1749499
1702667368,3691494176,450003b710, Awanturnica Alexis,3,1757385
1702667314,3691488426,450003b710, Awanturnica Alexis,4,1550382
1702667276,3691484592,450003b710, Awanturnica Alexis,4,1550481
1702667058,3691462170,450003b710, Awanturnica Alexis,4,1524704
1702596101,3687024249,450003b710, Awanturnica Alexis,2,2211078
1702596040,3687019717,450003b710, Awanturnica Alexis,4,1381919
1702595990,3687015944,450003b710, Awanturnica Alexis,4,1457308
1702595817,3687003310,450003b710, Awanturnica Alexis,3,1553930
1702595781,3687000679,450003b710, Awanturnica Alexis,4,1340902
1702595743,3686997846,450003b710, Awanturnica Alexis,4,1425669
1702595661,3686991766,450003b710, Awanturnica Alexis,4,1386034
1702595579,3686985534,450003b710, Awanturnica Alexis,3,1679131
1702595549,3686983304,450003b710, Awanturnica Alexis,4,1418571
1702595506,3686979907,450003b710, Awanturnica Alexis,4,1442195
1702595464,3686976648,450003b710, Awanturnica Alexis,4,1468152
1702590207,3686453888,450003b710, Awanturnica Alexis,4,1433227
1702589985,3686423566,450003b710, Awanturnica Alexis,4,1288085
1702589897,3686411652,450003b710, Awanturnica Alexis,4,1175880
1702589811,3686399353,450003b710, Awanturnica Alexis,2,1922818
1702589778,3686394578,450003b710, Awanturnica Alexis,3,1461303
1702596011,3687017507,4e0000461b, Asada,4,2519525
1702589539,3686359720,450003b710, Awanturnica Alexis,4,1165185
1702595953,3687013266,4e0000461b, Asada,4,2609425
1702589473,3686350252,450003b710, Awanturnica Alexis,4,1140064
1702595535,3686982234,4e0000461b, Asada,4,2429419
1702595479,3686977880,4e0000461b, Asada,4,2421298
1702595356,3686968309,4e0000461b, Asada,2,4183897
1702595314,3686965040,4e0000461b, Asada,4,2585995
1702595285,3686962818,4e0000461b, Asada,4,2714217
1702669019,3691641774,5100033333, BadFin,3,1440569
1702668989,3691639160,5100033333, BadFin,3,1443677
1702668944,3691635085,5100033333, BadFin,4,1248180
1702668877,3691629184,5100033333, BadFin,4,1337149
1702668834,3691625488,5100033333, BadFin,4,1364134
1702668721,3691615808,5100033333, BadFin,4,1220209
1702668605,3691605834,5100033333, BadFin,4,1228434
1702668444,3691592657,5100033333, BadFin,2,1932776
1702668414,3691590124,5100033333, BadFin,3,1684249
1702668383,3691587382,5100033333, BadFin,4,1306834
1702668337,3691583521,5100033333, BadFin,4,1521489
1702668258,3691576627,5100033333, BadFin,4,1389614
1702668212,3691572654,5100033333, BadFin,4,1457396
1702668163,3691568307,5100033333, BadFin,4,1419552
1702668097,3691562572,5100033333, BadFin,4,1444373
1702668000,3691554211,5100033333, BadFin,4,1416083
1702667973,3691551851,5100033333, BadFin,2,2256644
1702667941,3691548950,5100033333, BadFin,3,1754341
1702667887,3691544124,5100033333, BadFin,4,1495732
1702667815,3691537758,5100033333, BadFin,4,1543502
1702667711,3691528389,5100033333, BadFin,4,1481791
1702667651,3691522801,5100033333, BadFin,4,1529062
1702667579,3691515742,5100033333, BadFin,4,1582308
1702667414,3691499038,5100033333, BadFin,1,1110260
1702667390,3691496496,5100033333, BadFin,3,1768499
1702667224,3691479263,5100033333, BadFin,4,1551078
1702667129,3691469414,5100033333, BadFin,4,796121
1702589809,3686399034,63000269a1, Bamboozled,3,1850422
1702596084,3687022966,5100033333, BadFin,3,1036352
1702596051,3687020520,5100033333, BadFin,4,925926
1702595988,3687015820,5100033333, BadFin,4,853467
1702595818,3687003398,5100033333, BadFin,3,1184462
1702595688,3686993814,5100033333, BadFin,4,1012792
1702595585,3686985997,5100033333, BadFin,2,1512031
1702595564,3686984423,5100033333, BadFin,3,1114335
1702595441,3686974852,5100033333, BadFin,4,1021044
1702595367,3686969123,5100033333, BadFin,2,1440562
1702595347,3686967628,5100033333, BadFin,3,1123934
1702595316,3686965205,5100033333, BadFin,4,1023822
1702595236,3686959079,5100033333, BadFin,4,876444
1702595191,3686955533,5100033333, BadFin,4,951921
1702590208,3686454082,5100033333, BadFin,4,892606
1702590167,3686448817,5100033333, BadFin,4,969532
1702590136,3686444460,5100033333, BadFin,4,997226
1702590009,3686426998,5100033333, BadFin,3,1190014
1702589978,3686422666,5100033333, BadFin,4,1038704
1702589918,3686414464,5100033333, BadFin,4,937191
1702589887,3686410213,5100033333, BadFin,4,1120535
1702589850,3686404926,5100033333, BadFin,4,1026864
1702589785,3686395684,5100033333, BadFin,3,1055605
1702589752,3686390889,5100033333, BadFin,4,912071
1702589718,3686385802,5100033333, BadFin,4,1120878
1702589588,3686366894,5100033333, BadFin,3,1218294
1702589558,3686362440,5100033333, BadFin,4,991632
1702589493,3686353171,5100033333, BadFin,4,1002322
1702589401,3686340581,5100033333, BadFin,2,1231679
1702589372,3686336509,5100033333, BadFin,4,1028177
1702589330,3686330761,5100033333, BadFin,4,986994
1702589256,3686320611,5100033333, BadFin,4,1822098
1702589212,3686314457,5100033333, BadFin,4,1625164
1702611743,3687824759,4a0000fd12, Beastee,2,1621852
1702611669,3687821146,4a0000fd12, Beastee,4,1091454
1702611631,3687819357,4a0000fd12, Beastee,4,1087499
1702611187,3687798146,4a0000fd12, Beastee,3,1066872
1702611144,3687796097,4a0000fd12, Beastee,3,1187737
1702611099,3687794012,4a0000fd12, Beastee,4,1028898
1702610999,3687789277,4a0000fd12, Beastee,4,1025026
1702610947,3687786805,4a0000fd12, Beastee,4,1065573
1702610910,3687785023,4a0000fd12, Beastee,4,1037909
1702610443,3687762461,4a0000fd12, Beastee,2,1577310
1702610413,3687760991,4a0000fd12, Beastee,3,1150581
1702596010,3687017457,4a0000fd12, Beastee,4,947969
1702595964,3687014095,4a0000fd12, Beastee,4,906179
1702595826,3687004009,4a0000fd12, Beastee,2,901532
1702595747,3686998140,4a0000fd12, Beastee,4,825791
1702595696,3686994402,4a0000fd12, Beastee,4,907394
1702595661,3686991773,4a0000fd12, Beastee,4,954266
1702595461,3686976381,4a0000fd12, Beastee,4,607677
1702595368,3686969194,4a0000fd12, Beastee,1,1495478
1702595271,3686961760,4a0000fd12, Beastee,4,808100
1702595177,3686954473,4a0000fd12, Beastee,4,615333
1702654532,3690457689,520000f056, British Psycho,3,2032929
1702654504,3690455604,520000f056, British Psycho,3,2136237
1702654484,3690454159,520000f056, British Psycho,3,2415230
1702654449,3690451659,520000f056, British Psycho,4,2059666
1702654371,3690446277,520000f056, British Psycho,4,2326751
1702646952,3689945498,520000f056, British Psycho,3,2799972
1702646883,3689941067,520000f056, British Psycho,4,2522243
1702646861,3689939694,520000f056, British Psycho,4,2546147
1702646787,3689934896,520000f056, British Psycho,4,2280008
1702646761,3689933142,520000f056, British Psycho,4,2458693
1702646741,3689931761,520000f056, British Psycho,4,2510822
1702646201,3689895814,520000f056, British Psycho,2,4053797
1702595827,3687004049,520000f056, British Psycho,2,1765804
1702595797,3687001822,520000f056, British Psycho,3,1366081
1702595775,3687000251,520000f056, British Psycho,4,1092982
1702595752,3686998527,520000f056, British Psycho,4,1089082
1702595737,3686997416,520000f056, British Psycho,4,1174900
1702595702,3686994794,520000f056, British Psycho,4,1141085
1702595672,3686992578,520000f056, British Psycho,4,1276800
1702590286,3686464164,520000f056, British Psycho,2,1974207
1702590259,3686460650,520000f056, British Psycho,3,1589350
1702590209,3686454215,520000f056, British Psycho,4,1332228
1702590190,3686451704,520000f056, British Psycho,4,1254631
1702589811,3686399360,520000f056, British Psycho,2,2287421
1702589741,3686389256,520000f056, British Psycho,4,1481568
1702589706,3686383963,520000f056, British Psycho,4,1318627
1702589555,3686361969,520000f056, British Psycho,4,1430950
1702589533,3686358852,520000f056, British Psycho,4,1431194
1702589511,3686355790,520000f056, British Psycho,4,1559958
1702589453,3686347511,520000f056, British Psycho,4,1198217
1702589427,3686344037,520000f056, British Psycho,4,1389883
1702589333,3686331198,520000f056, British Psycho,4,1511900
1702654300,3690441072,4c0001b78a, BringOutYourDead,4,1030182
1702654265,3690438400,4c0001b78a, BringOutYourDead,4,987802
1702653870,3690410532,4c0001b78a, BringOutYourDead,4,1042388
1702653819,3690406869,4c0001b78a, BringOutYourDead,4,962485
1702653755,3690402235,4c0001b78a, BringOutYourDead,4,1044380
1702653619,3690392349,4c0001b78a, BringOutYourDead,4,1028584
1702653577,3690389331,4c0001b78a, BringOutYourDead,3,1238701
1702653528,3690385664,4c0001b78a, BringOutYourDead,4,1046995
1702653489,3690382719,4c0001b78a, BringOutYourDead,4,1032126
1702653381,3690374913,4c0001b78a, BringOutYourDead,4,1054313
1702653324,3690370872,4c0001b78a, BringOutYourDead,2,1658049
1702653282,3690367800,4c0001b78a, BringOutYourDead,4,1110120
1702653219,3690363304,4c0001b78a, BringOutYourDead,4,1052643
1702590010,3686427087,4c0001b78a, BringOutYourDead,3,856619
1702589765,3686392634,4c0001b78a, BringOutYourDead,4,744138
1702646961,3689946123,5200038f9f, Bomrin,2,986392
1702646900,3689942123,5200038f9f, Bomrin,4,660404
1702646846,3689938708,5200038f9f, Bomrin,4,673696
1702646776,3689934178,5200038f9f, Bomrin,4,677280
1702646173,3689893950,5200038f9f, Bomrin,3,720130
1702646132,3689891279,5200038f9f, Bomrin,4,725592
1702646039,3689885118,5200038f9f, Bomrin,4,682257
1702611680,3687821639,5200038f9f, Bomrin,3,675445
1702611593,3687817525,5200038f9f, Bomrin,4,660558
1702611516,3687813859,5200038f9f, Bomrin,4,643656
1702611449,3687810631,5200038f9f, Bomrin,4,643548
1702611206,3687799110,5200038f9f, Bomrin,2,1001918
1702611104,3687794234,5200038f9f, Bomrin,4,584748
1702590267,3686461683,4e00007f92, Boskone,3,1319405
1702590234,3686457435,4e00007f92, Boskone,4,1234968
1702590214,3686454868,4e00007f92, Boskone,4,1251529
1702589806,3686398634,4e00007f92, Boskone,3,1544597
1702596104,3687024478,5200038f9f, Bomrin,1,955929
1702589785,3686395670,4e00007f92, Boskone,3,1558734
1702596053,3687020646,5200038f9f, Bomrin,4,633275
1702589765,3686392671,4e00007f92, Boskone,4,1395421
1702595998,3687016594,5200038f9f, Bomrin,4,591038
1702589734,3686388239,4e00007f92, Boskone,4,1492211
1702595955,3687013416,5200038f9f, Bomrin,4,599684
1702595817,3687003314,5200038f9f, Bomrin,3,609757
1702595787,3687001125,5200038f9f, Bomrin,4,572794
1702595688,3686993811,5200038f9f, Bomrin,4,488655
1702595556,3686983828,5200038f9f, Bomrin,3,557218
1702595444,3686975099,5200038f9f, Bomrin,4,1331615
1702595415,3686972818,5200038f9f, Bomrin,4,1311890
1702595331,3686966388,5200038f9f, Bomrin,4,1255291
1702590246,3686459010,5200038f9f, Bomrin,3,688014
1702590198,3686452799,5200038f9f, Bomrin,4,629185
1702590159,3686447686,5200038f9f, Bomrin,4,620164
1702590114,3686441461,5200038f9f, Bomrin,4,659535
1702589832,3686402271,5200038f9f, Bomrin,4,469978
1702589772,3686393675,5200038f9f, Bomrin,4,484472
1702589712,3686384827,5200038f9f, Bomrin,4,443414
1702589672,3686378995,5200038f9f, Bomrin,4,481782
1702589595,3686367935,5200038f9f, Bomrin,3,562737
1702589558,3686362379,5200038f9f, Bomrin,4,449127
1702589386,3686338427,5200038f9f, Bomrin,3,1648601
1702589341,3686332308,5200038f9f, Bomrin,4,1406096
1702589285,3686324597,5200038f9f, Bomrin,4,1444434
1702669030,3691642754,e0000d6b0, Cengiz,2,1093397
1702669009,3691640872,e0000d6b0, Cengiz,3,798601
1702668988,3691639016,e0000d6b0, Cengiz,3,831424
1702668782,3691620986,e0000d6b0, Cengiz,4,767670
1702668697,3691613664,e0000d6b0, Cengiz,4,785652
1702668449,3691593097,e0000d6b0, Cengiz,2,1084890
1702668427,3691591190,e0000d6b0, Cengiz,3,884222
1702668407,3691589484,e0000d6b0, Cengiz,3,807202
1702668356,3691585092,e0000d6b0, Cengiz,4,733700
1702668009,3691554995,e0000d6b0, Cengiz,4,706983
1702667977,3691552165,e0000d6b0, Cengiz,2,1110470
1702667937,3691548588,e0000d6b0, Cengiz,3,825029
1702667403,3691497824,e0000d6b0, Cengiz,2,1130664
1702667343,3691491497,e0000d6b0, Cengiz,3,879331
1702667253,3691482246,e0000d6b0, Cengiz,4,737121
1702667121,3691468585,e0000d6b0, Cengiz,4,795231
1702667029,3691459277,e0000d6b0, Cengiz,4,760923
1702654552,3690459148,e0000d6b0, Cengiz,1,2261176
1702654530,3690457541,e0000d6b0, Cengiz,3,856205
1702654510,3690456085,e0000d6b0, Cengiz,3,961682
1702654487,3690454378,e0000d6b0, Cengiz,3,887579
1702654015,3690420888,e0000d6b0, Cengiz,2,1195070
1702653985,3690418716,e0000d6b0, Cengiz,3,985784
1702653959,3690416880,e0000d6b0, Cengiz,3,966487
1702653867,3690410321,e0000d6b0, Cengiz,4,801501
1702653595,3690390649,e0000d6b0, Cengiz,2,1262684
1702653567,3690388550,e0000d6b0, Cengiz,3,964484
1702653343,3690372286,e0000d6b0, Cengiz,4,881577
1702653322,3690370718,e0000d6b0, Cengiz,2,1466483
1702653299,3690369035,e0000d6b0, Cengiz,3,1070805
1702653176,3690360234,e0000d6b0, Cengiz,4,905911
1702653143,3690357807,e0000d6b0, Cengiz,4,958170
1702653042,3690350638,e0000d6b0, Cengiz,3,1236832
1702653017,3690348824,e0000d6b0, Cengiz,3,1235454
1702652862,3690336980,e0000d6b0, Cengiz,4,1061479
1702652787,3690331335,e0000d6b0, Cengiz,3,1232258
1702652766,3690329749,e0000d6b0, Cengiz,3,1251402
1702652605,3690317892,e0000d6b0, Cengiz,4,1093091
1702652488,3690309522,e0000d6b0, Cengiz,4,1135878
1702646964,3689946348,e0000d6b0, Cengiz,2,1843558
1702646938,3689944591,e0000d6b0, Cengiz,3,1479174
1702646903,3689942326,e0000d6b0, Cengiz,4,1264563
1702646672,3689927206,e0000d6b0, Cengiz,4,1121824
1702646199,3689895650,e0000d6b0, Cengiz,2,1681094
1702646177,3689894218,e0000d6b0, Cengiz,3,1311424
1702646146,3689892186,e0000d6b0, Cengiz,3,1402747
1702646086,3689888227,e0000d6b0, Cengiz,4,1312124
1702646042,3689885291,e0000d6b0, Cengiz,4,1399894
1702646008,3689883005,e0000d6b0, Cengiz,4,1372648
1702645963,3689879811,e0000d6b0, Cengiz,4,1433862
1702645909,3689876089,e0000d6b0, Cengiz,4,1491727
1702596099,3687024085,e0000d6b0, Cengiz,2,718221
1702596071,3687021985,e0000d6b0, Cengiz,3,559619
1702596026,3687018634,e0000d6b0, Cengiz,4,504219
1702595992,3687016117,e0000d6b0, Cengiz,4,538160
1702595937,3687012055,e0000d6b0, Cengiz,4,544825
1702595813,3687003014,e0000d6b0, Cengiz,3,642358
1702595796,3687001781,e0000d6b0, Cengiz,3,693704
1702595748,3686998194,e0000d6b0, Cengiz,4,642291
1702595628,3686989233,e0000d6b0, Cengiz,4,663340
1702595583,3686985842,e0000d6b0, Cengiz,2,980084
1702595564,3686984412,e0000d6b0, Cengiz,3,778865
1702595529,3686981755,e0000d6b0, Cengiz,4,657063
1702595478,3686977778,e0000d6b0, Cengiz,4,749616
1702595451,3686975611,e0000d6b0, Cengiz,4,718216
1702595416,3686972865,e0000d6b0, Cengiz,4,724461
1702595367,3686969103,e0000d6b0, Cengiz,2,1132474
1702595349,3686967770,e0000d6b0, Cengiz,3,855344
1702595301,3686964059,e0000d6b0, Cengiz,4,794185
1702595268,3686961549,e0000d6b0, Cengiz,4,796917
1702595240,3686959383,e0000d6b0, Cengiz,4,774272
1702654535,3690457912,450001d23f, Cedora Malemort,2,1050626
1702654518,3690456703,450001d23f, Cedora Malemort,3,840408
1702654502,3690455458,450001d23f, Cedora Malemort,3,831708
1702654485,3690454237,450001d23f, Cedora Malemort,3,834161
1702654460,3690452460,450001d23f, Cedora Malemort,4,781557
1702654362,3690445616,450001d23f, Cedora Malemort,4,803388
1702654330,3690443216,450001d23f, Cedora Malemort,4,784840
1702654305,3690441448,450001d23f, Cedora Malemort,4,823669
1702654277,3690439316,450001d23f, Cedora Malemort,4,843118
1702654252,3690437504,450001d23f, Cedora Malemort,4,828722
1702654183,3690432654,450001d23f, Cedora Malemort,4,837672
1702654014,3690420847,450001d23f, Cedora Malemort,2,1182005
1702653992,3690419287,450001d23f, Cedora Malemort,3,948095
1702653973,3690417854,450001d23f, Cedora Malemort,3,935978
1702653946,3690415968,450001d23f, Cedora Malemort,3,1053307
1702653918,3690413962,450001d23f, Cedora Malemort,4,908648
1702653787,3690404554,450001d23f, Cedora Malemort,4,903258
1702653748,3690401669,450001d23f, Cedora Malemort,4,928178
1702653717,3690399433,450001d23f, Cedora Malemort,4,924005
1702653689,3690397413,450001d23f, Cedora Malemort,4,963063
1702590268,3686461825,e0000d6b0, Cengiz,3,516269
1702653652,3690394699,450001d23f, Cedora Malemort,4,1037136
1702590248,3686459306,e0000d6b0, Cengiz,3,533397
